ID,X,Name,Link,Country,Kiva Status,"Kiva Risk Rating
(5 best)","Secular Rating 
(1-4)",Religious Affiliation,Comments on secular rating,"Social Rating
(1-4)",Comments on social rating,MFI Link,By,Date,Review comments,P,J,MFI Name,Timestamp,MFI Name Check
206,ok,Finance South Sudan Limited,Lend,South Sudan,active,1,4,Secular,"No mention of religion. P: yup, agreed. Founded with help of a nonsecterian (this means non-religious?) organisation from the US: ACR .",2,"Appears to be solely a lending institution.  Extra credit for operating in South Sudan.  Website is very minimal so little info to go on. P: Will in the future also help with savings and with money transfer. I agree with the 2; maybe revisit later.
",http://www.financesudan.com/,Jim,10/27/2011,,,,Finance South Sudan Limited,,0
350,ok,Fledge,Lend,"Kenya, Nigeria, Tanzania, Uganda, United States, Zambia",active,,4,Secular,No mention of religion,1,"U.S.-based, for-profit social enterprise, business accelerator focused on socially and environmentally conscious startups. I'm not really sure I understand what they are doing. On their about page is written: ""Fledge helps impactful entrepreneurs take their ideas and prototype-stage companies into reality, via an intense, 10-week program of guidance, education, and mentorship, plus a large and growing network of support from past fledglings and hundreds of mentors.[...]  Each team is paid for the privilege, in exchange for an investment in a unique revenue-based model, where you ultimately keep the ownership of your startup"". The website is all about business. So they principally provide business trainings and give loans to establish a business?  Jim - Yes, and ""In exchange for the cash and all the help, each company shares a small percentage of equity, plus a small percentage of future revenues.""  So they are basically a venture-capital type firm with a concience.  Agree with a 1.",http://fledge.co/,Alessandra,9/5/2014,,,J,Fledge,,0
435,ok,Fondesurco,Lend,Peru,active,,4,Secular,No mention of religion,1,"A green microfinance organization that works with people below the poverty line.  Focus on social responsibility, a member of the Smart Campaign.  Good policies and practices but primarily a lending institution.",http://www.fondesurco.org.pe/,Jim,3/21/2015,,,,Fondesurco,,0
380,ok,Fonkoze - Zafèn,Lend,Haiti,active,,2,Catholic,"Zafèn was founded by four organizations: Fonkoze (http://fonkoze.org), the Haitian Hometown Associations Resource Group (HHTARG) (www.hhtarg.org), the International Vincentian Family (http://famvin.org) and DePaul University (www.depaul.edu). Fonkoze was founded by Joseph B. Philippe a catholic priest who is still its president. The International Vincentian Family is an assembly of people worldwide affiliated with organizations who find inspiration in the legacies of St. Vincent de Paul and St. Louise de Marillac; and the DePaul University in Chicago is the largest Catholic university in America. Borrowers are prescreened by Fonkoze that then submit the proposals to a committee, which includes representatives of Zafèn's partners (the 4 above mentioned organizations), for final evaluation. On the websites (Zafen and Fonkoze) there is no indication that they have a religious agenda nor that they discriminate by religion (etc). However there is also NO disclaimer that they loan regardless of religion.",4,"Zafèn is a online “peer-to-project”  lending platform founded and administred by Fonkoze. Kiva has given this partner 7 social performance badges, I believe they refer more to Fonkoze than Zafen.  Kiva funding will be used for a specific soft loan and training program for small and growing businesses (SGBs). Soft loans have below-market interest rate. Loans will be posted on both Kiva and Zafen. Fonkoze has special focus on women & rural communities. Fonkoze loans are build as a ""Staircase Out of Poverty"" : Step1: materials to build a 9×9 meter home with a sturdy roof, a stable floor, a latrine; a water filter; livestock or merchandise to sell, Step 2 loans for <60$, Step 3 loans  from 75 to 1300$ and step 4 loans  >1300. In addition to microfinance programs, Fonkoze provides Education and Health services, and Business Skills Training. Education is integral component of Step 1+2, but offered also for illiterates in Step 3. Loans posted so far on kiva have been in the range 1000-4000$, so I guess they are for step 3 and 4. I would give a 4 for focus on vulnerable groups and social services beyond loans.",https://www.zafen.org/en/home http://fonkoze.org ,Alessandra,9/5/2014,,,J,Fonkoze - Zafèn,,0
55,ok,Friendship Bridge,Lend,Guatemala,active,3,4,Secular,"No mention of religion.  Associated with Feel Good LLC it seems (identical address in Colorado USA), which is also secular. P: agree",3,"Target women, especially the rural and fringe-urban poor.  Literacy program in addition to health and financial education.  Note that Friendship Bridge was paused for quite a while but is now back to pilot status.",http://www.friendshipbridge.org/,Jim,10/27/2011,,,,Friendship Bridge,,0
150,ok,FUDECOSUR,Lend,Costa Rica,active,3,4,Secular,Secular,3,"Not much mention of social issues, but Social = 3 for Community Credit Committees (advice, education and social assistence are offered through these)",http://translate.google.com/translate?hl=en&sl=es&tl=en&u=http%3A%2F%2Fwww.fudecosur.org%2F,Petra,4/22/2011,Social - Petra - I agree,,,FUDECOSUR,,0
327,ok,FUNDA-PRO,Lend,Bolivia,active,,4,Secular,No mention of religion,3,"Nonprofit lending institution, with a social focus that includes education loans, the poor, and disadvantaged.  ",http://www.fundapro.org.bo/web/,Jim,9/27/2013,,,,FUNDA-PRO,,0
190,ok,Fundacion Alternativa,Lend,Ecuador,active,4,4,Secular,"Don't see any mention of religion, but website is minimal.  Youtube video is in spanish.
http://www.youtube.com/watch?v=UVXvVKwtS20
http://www.facebook.com/vcumbredeasesores . Petra: translated mission & vision shows no religious intentions.",3,"Petra: Kiva says: through their three other programs, they provide excellent and environmental friendly non-financial services to low income entrepreneurs. On their own website: Business training and consulting, improving the quality of production chains (like the cocoa production), special project for re-immigrants (I think people who have emigrated and now are coming back?). I think it's mostly business education. Is it worth a 3, or perhaps only a 2? 
Jim:  I would go with a 3 but that's giving them the benefit of the doubt since there isn't much information - I'm presuming that they go beyond just business education (which would be a 2).",http://www.fundacionalternativa.org.ec/,Jim,7/12/2011,redd,,,Fundacion Alternativa,,0
317,ok,Fundación CREHO,Lend,Honduras,active,,4,Secular,No mention of religion,3,CREHO funds student loans in order to make higher education accessible..,http://www.fundacioncreho.org.hn/,Jim,9/27/2013,,,,Fundación CREHO,,0
137,ok,Fundación ESPOIR,Lend,Ecuador,active,3.5,4,Secular,Secular,3,"Very little info on website, but gives preventive and reproductive health education and business education, did sponsor a free medical day.  On Kiva site: focused on women; has emergency, university and housing loans.",http://www.espoir.org.ec/,Petra,5/19/2011,"Social - Petra: I'd go with a 3 since on the Kiva website they claim to also educate  on finances and health.
Jim - agree",,,Fundación ESPOIR,,0
154,ok,Fundación Mario Santo Domingo (FMSD),Lend,Colombia,active,3,4,Secular,Secular,3,"Good social initiatives - farm co-op, training, health clinic, etc.",http://www.fmsd.org.co/,Petra,4/21/2011,,,,Fundación Mario Santo Domingo (FMSD),,0
151,ok,Fundacion Mujer,Lend,Costa Rica,active,2,3,Secular,"Jim - a few mentions of ""holistic health"" and Values include ""Mística"" (Mystical).",3,Social = 3 for women-focused entrepreneur training programs - also offers training for the personal life - self confidence and things like that,http://translate.google.com/translate?hl=en&sl=es&tl=en&u=http%3A%2F%2Fwww.fundacionmujer.org%2F,Petra,4/22/2011,Social - Petra - I agree,,,Fundacion Mujer,,0
292,ok,Fundacion Namaste Guatemaya,Lend,Guatemala,active,,4,Secular,No mention of religion. P: One of the founders started doing charity work partly because of his faith. But the website of the foundation says  nothing about religion. ,3,"Focus on low income women, including formal business training, mentoring, and loans.",http://namastedirect.org/about/,Jim,6/28/2013,"P: I changed the 4 for social to 3; while this MFI does good work (focusing on women, giving them extensive business education), 4 is only for exceptional MFIs. ",,,Fundacion Namaste Guatemaya,,0
58,ok,Fundación Paraguaya,Lend,Paraguay,active,4.5,4,Secular,"""Our concept of development has a humanistic vision"".  ",4,"Excellent programs, including junior achievement and an organic farm school",http://www.fundacionparaguaya.org.py/index.php?c=208&i=2,Jim,4/20/2011,,,,Fundación Paraguaya,,0
59,ok,Fundación Pro Mujer,Lend,Bolivia,active,4,4,Secular,No mention of religion. ,4,Focused on helping women.,https://promujer.org/index.tpl?&NG_View=1,Jim,4/20/2011,,,,Fundación Pro Mujer,,0
298,ok,FUNDAPEC,Lend,Dominican Republic,active,4,4,Secular,"No mention of religion except to emphasize nondiscrimination: ""The relations between FUNDAPEC employees and another person related to their job should be based on respect and comprehention, understanding the diversity of opinions, cultures, genres, religious beliefs, disabilities or any other human condition""",2,Provides students loans for a variety of educational programs.  All loans are post-disbursed! Loans can be as long as 12 years. P: interest rates are relatively low.,http://www.fundapec.edu.do/index.php,Jim,6/10/2013,P: agreed. Social score a big 2. ,,,FUNDAPEC,,0
136,ok,Gata Daku Multi-purpose Cooperative (GDMPC),Lend,Philippines,active,3,1,Christian,"Not in their general mission statement, but in the news items it's all about God, charity by the MFI to show the love of God, etc",2,Social = 2.  Some programs but with religious agenda.,http://www.gatadakumpc.org/,Petra,4/22/2011,Social - Petra - I agree,,,Gata Daku Multi-purpose Cooperative (GDMPC),,0
418,ok,Ghana Women Fund Ltd,Lend,Ghana,active,,4,Secular,No mention of religion,2,Targets underserved women in slums.  Kiva loans are primarily water and sanitation loans.  These are important since it frees them from gathering and sanitizing (boiling) water.,http://ghwomenfund.com/,Jim,3/22/2015,,,,Ghana Women Fund Ltd,,0
346,ok,Grameen Ghana,Lend,Ghana,active,,4,secular,No mention of religion,3,"Division of the Grameen Foundation.  In Ghana, they work with underserved in remote areas of the country.  Kiva loans are for agriculture (shea nut collection and production) and solar products.  Grameen not only provides loans, they also provide education on agriculture via their Community Knowledge Workers and help expand the market for the products.",http://www.grameenfoundation.org/where-we-work/sub-saharan-africa/ghana,Jim,2/28/2014,,,,Grameen Ghana,,0
40,ok,Grounded and Holistic Approach for People's Empowerment (GHAPE),Lend,Cameroon,active,,2,At least some Christian influence,"""Both Borrowers and Program declares their desire stating that with the help of God and the fulfilment of their promises, the world can be a better place to live in.""   ""We shall refrain from all harmful traditional practices.""  This statement could be good or bad, depending on what practices, and alternative ones, they are talking about.  It could justify conversion to religion or it could mean to stop things like female circumcision.
Loan http://www.kiva.org/lend/297624 states ""As a Muslim, Adu was reluctant to join GHAPE in the past for fear of rejection""  Good that they loaned to him, but if they didn't have a reputation for being religious why would a Muslim be reluctant in the first place?
Active in fighting poverty and AIDS",4,"Very good social: business education, health care, family planning, emergency fund and savings",http://www.ghape.org/,Jim,4/20/2011,,,,Grounded and Holistic Approach for People's Empowerment (GHAPE),,0
339,ok,Habitat for Humanity Mexico,Lend,Mexico,active,,2,Christian,Vision and mission include promoting Christianity,3,"Help provide housing.  Also train as they build.  Decent housing results in a general reduction of health problems, better education, etc.",http://www.habitatmexico.org/,Jim,1/19/2014,,,,Habitat for Humanity Mexico,,0
388,ok,Hand in Hand Eastern Africa,Lend,Kenya,active,1.5,4,Secular,"No mention of religion. HiH was founded by Swedish executive Percy Barnevik  -  Hand in Hand originally in India now operates in 10 countries including Afghanistan, Southern Africa [Percy Barnevik was involved in some pensions scandal]",2,"NGO, focus on marginalized poor, mainly women and youth (less than 2$/day). Among the projects/activities mentioned on website: Microlending (combined with business training and market support), young mothers project (training & support), adult literacy, etc. Also a  Saving Campaign is mentioned. According to kiva: 24-week enterprise development-training program that ensures each borrower has basic business and loan management skills prior to receiving a loan. Each loan on Kiva will be an Enterprise Incubation Fund (EIF) loan, which will help borrowers to start or enhance their enterprises. ",http://handinhand-ea.org/,Alessandra,9/5/2014,,,J,Hand in Hand Eastern Africa,,0
106,ok,"Hattha Kaksekar Limited (HKL), a partner of Save the Children",Lend,"Cambodia, Thailand",active,4.5,4,Secular,"No mention of religion or secularity. Started by OXFAM, a secular charity",1,"Social: it seems to be a business, although they offer savings.",http://www.hkl.com.kh/,Jim,4/21/2011,,,,"Hattha Kaksekar Limited (HKL), a partner of Save the Children",,0
160,ok,"Hekima, a partner of World Relief",Lend,The Democratic Republic of the Congo,active,2.5,1,Christian,"Transform the spiritual lives of the people of Congo. Partner of World Relief (which is very christian). Jim - Hekima means ""wisdom"" in Swahili, there is a Hekima school and Hekima college in Kenya, also founded by Jesuits (Catholics).  I think they must be related to this MFI in Congo. ",2," Social = 1-2, I lean towards a 1.  Having both 1's seems a little harsh though. Petra - I can live with a 2: they serve a very poor and instable population, and world relief says that they have trained clients...",http://www.hekima-microfinance.org/ and http://worldrelief.org/Page.aspx?pid=1697,Petra,4/21/2011,Website under construction (since 1.5 years). Website of world relief gives some information,,,"Hekima, a partner of World Relief",,0
23,ok,Hluvuku-Adsema,Lend,Mozambique,active,3,4,Secular,"Minimal information available, but appears secular",1,Social: do not seem to include non-financial services. In the first link they aim to start collaborating with other charities in the region to combine their financial efforts with the other charity's non-financial efforts (business / agricultural education / support).,"http://www.procasur.org/surinnova/index.php?option=com_content&view=article&id=244:innovation-aliances-hluvuku-adsema-a-fundacion-ford-subsidios-institucionales-para-male-yeru-manejo-de-proyecto-ta-facilitacion-meda&catid=42:coming-soon&Itemid=96
      
http://www.youtube.com/watch?v=9Zw4pO-uimw  ",Jim,4/20/2011,,,,Hluvuku-Adsema,,0
163,ok,"HOFOKAM Ltd., a partner of Catholic Relief Services",Lend,Uganda,active,3,2,Christian,"partnership with Catholic Relief Services (CRS); so far no other religious statements on kiva website - own website is ""under construction"". On CRF website: HOFOKAM aims to expand into additional dioceses, with the long-term goal of becoming a unified, Church-supported microfinance institution serving Ugandans countrywide.",2,"Focused on women, offers savings and ""business consultation""","http://www.hofokam.com/ ; currently being reconstructed so no information
",Petra,4/21/2011,Petra -social: agree,,,"HOFOKAM Ltd., a partner of Catholic Relief Services",,0
165,ok,"HOPE Congo S.A., a HOPE International institution",Lend,Congo,active,2.5,1,Christian,"Founded by HOPE international, which is faith based, one of the aims is to relieve spiritual poverty. No special website yet; on kiva: aims to bolster spiritual health. Jim - This is a church that makes loans.  ""We offer small business loans, savings services, biblically-based business training, and mentoring and coaching from a Christ-centered perspective.""  ",1,They offer business training which is just an excuse to preach. (Biblically-based business training),http://www.hopeinternational.org/site/PageServer?pagename=work_countries_brazzaville,Petra,4/21/2011,P- Social - Agree,,,"HOPE Congo S.A., a HOPE International institution",,0
26,ok,"HOPE Ukraine, a HOPE International institution",Lend,Ukraine,active,3,1,Christian,States that they are a Christian organization.  They have a children's ministery: http://nadezhda.com.ua/en/content.php?id=15  .  ,1,No social initiatives,http://nadezhda.com.ua/en/,Jim,4/20/2011,,,,"HOPE Ukraine, a HOPE International institution",,0
405,ok,Housing Finance Foundation,Lend,Kenya,active,,4,Secular,No mention of religion,2,"The main company, Housing Finance, is a basic home mortgage lender.  Their Foundation partners with Vittana to finance vocational (construction) training.  The loans are to students to attend a 3rd party school.  A 2 for supporting education, especially to low income people.",http://www.housing.co.ke/,Jim,9/30/2014,,,,Housing Finance Foundation,,0
404,ok,Ibdaa Microfinance SAL,Lend,Lebanon,active,,4,Secular,"No mention of religion. Ibdaa Lebanon is a  initiative of the Arab Gulf Fund for Development (AGFUND),  jointly with socially responsible Lebanese investors. Partners are Arab Open University (partner of Open University in UK), Silatech, and USAID",2,"Main operation are loans for small/micro business (working capital), but they also have loans for completing education, buying motorcycles, and loans for low-income women to purchase assets for their house or family. For youth loans Kiva mentions also business training and mentors/coaching. Special focus on refugees and women (according to their website 71% of clients are women). Kiva funding will be used primarily for Syrian and Palestinian refugees who are working or have established businesses, and women borrowers are prioritized",http://www.ibdaalebanon.com/en,Alessandra,8/3/2014,,,J,Ibdaa Microfinance SAL,,0
231,ok,ID Ghana,Lend,Ghana,active,3.5,4,Secular,"No mention of religion, Entrepreneurs du monde (secular) is its partner",3,"Offers loans, regular training on business, awareness and health. Offers health insurance. Targets women. ",https://www.facebook.com/pages/ID-Ghana/168399136539229 is its facebook page. Plus info on this site: http://www.entrepreneursdumonde.org/ghana.php?lang=en,Petra,8/22/2012,,,,ID Ghana,,0
311,ok,iDE - Cambodia,Lend,Cambodia,active,,4,Secular,No mention of religion,4,iDE helps farmers in Cambodia.  They take a 'big picture' approach and help with supply chain and marketing of end products as well as the agriculture end of things.,http://www.ide-cambodia.org/,Jim,2/4/2014,,,,iDE - Cambodia,,0
329,ok,Impact Carbon,Lend,Uganda,active,1.5,4,Secular,No mention of religion,3,"A carbon offset company.  They sell (and make locally) efficient cookstoves and water chlorination kiosks and make their money back by selling carbon credits.  They have a lot of partners that actually seem to do the work, I saw mention of them as a ""consultancy"" and they state that they act as an intermediary between the social sector and the carbon financing market. They are nonprofit.",http://impactcarbon.org/,JIm,11/23/2013,,,,Impact Carbon,,0
48,ok,IMPRO,Lend,Bolivia,active,3,4,Other (Aymara),"Observe traditional Bolivian culture, which is based on nature.  Despite Catholicism being the most common religion in the region there is no mention of it.
""This activity is repeated in the traditional one challa of Carnivals, a traditional ritual of the aymara culture that serves to yield homage to the land (Mother Earth) and to ask for its complacency toward our work and the development of the same one. """,3,"education, focus on women, preventive health, savings.",http://www.improbolivia.org/paginas/ingles/quienessomos.html,Jim,4/20/2011,,,,IMPRO,,0
353,ok,Indigenous Designs,Lend,Peru,inactive,,4,Secular,No mention of religion,2,"Not much information, as website is mainly a shopping website. US Organic and Fair Trade company provides fair trade supply chain for a network of hand-knitting artisans located primarily in South America. Fibers are sourced through organic farmers and local herders, and only eco-friendly dyes are used. Pay fair wages (better said ""equitably shares the revenue""), use the Grameen Progress Out of Poverty Index to assess the development they are making as to reducing poverty among their artisans. They state that they also partner directly with NGOs that provide training, educational materials, and equipment that otherwise could not be afforded. Via Kiva funding Indigenous Designs provides 0% interest loans for artisans in economically marginalized communities - the 3 loans funded so far have been used by artisans to buy knitting machines. A 2 for fair trade  0% interest and eco-friendly, even a 3 ?? (this is really an untypical partner).  Jim - I think a 2, if nothing else since it appears to be for-profit.",www.indigenous.com/,Alessandra,9/5/2014,,,J,Indigenous Designs,,0
358,ok,Instituto Peruano de Fomento Educativo,Lend,Peru,active,,4,Secular,"No mention of religion. Among the different institutions with which they have cooperation agreements it's also a catholic university (Pontificia Universidad Catolica del Perú). In general agreements/cooperation also outside Peru with TOP business schools (mainly in Spain, but also UK and Australia). Among conditions for scolarship religion is not mentioned.",3,"Non-profit organization that provides educational loans. Different types of education loans in cooperation with different universities in Peru and abroad. Kiva funding will be used to develop a new student loan product that targets low-income students seeking an education in the technical field with cooperation with the technical institute SENATI. Loan will cover tuition fees for five cycles (of 6 months) . Beside education loans no other services are mentioned on Kiva and website. Loan duration of loans posted on Kiva so far go from 12 to 62 months, majority 4 yrs and more (bullet-loan). 2 or 3 for educational loans?  Jim - I think low income education deserves a 3, even though it doesn't fit our criteria.",www.ipfe.org.pe/site/index.php,Alessandra,9/5/2014,,,J,Instituto Peruano de Fomento Educativo,,0
177,ok,Interactuar,Lend,Colombia,active,3.5,4,Secular,"secular, although not an awful lot of English information . Errr: lot of Godtalk in this piece: http://www.kiva.org/lend/521091 . But is it the client or the MFI talking? ",3,"Spanish site has more info it seems.  Not a lot about social issues but have won awards.  They also do training for beauty, food services, hotel management.  Promote business but not really social issues directly. Offer savings and insurances.  I think the awards (and benefit of the doubt since little info) bumps them from 2 to 3.",http://www.interactuar.org.co/web/Default.aspx?alias=www.interactuar.org.co/web/englishversion,Petra,4/21/2011,P-social-agree,,,Interactuar,,0
316,ok,Intersect Fund,Lend,United States,active,,4,Secular,No mention of religion,2," Provides business training, coaching and microloans to low-income, minority and women business owners throughout New Jersey. A solid 2, maybe even a 3?",http://intersectfund.org/,Petra,7/16/2013,,,,Intersect Fund,,0
313,ok,Investisseurs & Partenaires,Lend,Mauritania,active,,4,Secular,"""This commitment comes from a humanistic philosophy of the company, """,2,"Loans to small and medium sized businesses, including smaller MFIs, who ""have outstanding social and/or environmental impacts"".  Targets the ""missing middle"" who are too large for traditional microfinance.  Brings investors in to finance the loans.  ",http://www.ietp.com/,Jim,7/16/2014,,,,Investisseurs & Partenaires,,0
356,ok,iSchool Zambia,Lend,Zambia,active,,4,Secular,No mention of religion.  Sample courses include awareness of discrimination against women and girls.,2,"iSchool is a tablet-based total learning system.  Kiva loans are for schools to buy the system, which includes teacher training and continuing mentorship.  Assignments include doing research on the internet.",http://ischool.zm/,Jim,3/22/2015,,,,iSchool Zambia,,0
322,ok,iSmart Kenya,Lend,Kenya,active,,4,Secular,No mention of religion,2,"iSmart's model is to create jobs for youth in slums by training them to sell iSmart products (green energy products from Barefoot Power and others).  The ""employees"" (who are not really employees, since they only make money from the commission on what they sell) buy the products with the Kiva loans, sell them, and are paid a commission.  iSmart makes sure the kids stay in school and watch out for their general well-being.  This type of model has a great potential of exploiting child labor, but iSmart is a nonprofit organization and indications are that they have good intentions.  See article:  http://thinkafricapress.com/kenya/selling-slums-nairobi-how-livelyhoods-empowering-youth-sell-high-quality-products-their-neighbours",http://livelyhoods.org/,Jim,1/29/2014,,,,iSmart Kenya,,0
285,ok,Jerusalem Interest-Free Microfinance Fund Limited,Lend,Israel,active,,4,Secular,"Founded by a Jew and a Muslim who teamed together to provide secular microfinance.  It looks like they actively promote bringing Jews and Muslims together, but the last update on that topic was 2010.  No sign of any religious message, so I think its a good 4.  P: I believe the story is that it's founded by 2 jews and 2 muslims. Their goal is specifically to reach all communities and promote understanding between them.",2,"Help women start businesses, apparently nothing beyond that.  Helping break the cycle of religious violence in Jerusalem is admirable. P: Well, they also offer business training, about 60 hours of it before a loan is even given. Also, the loans are interest free. Maybe a big 2, maybe a small 3?",http://www.jerusalemmicrofinance.com/,Jim,2/1/2013,"They go by ""JIMF"".  Not a bad acronym....  :-)",,,Jerusalem Interest-Free Microfinance Fund Limited,,0
455,ok,Jinnah Welfare Society (JWS),Lend,Pakistan,active,2,4,Secular,No mention of religion,4,"Jinnah's goal is to eradicate poverty via a range of services that includes microfinance, non-formal education, disaster relief in the form of medical and food distribution, and livestock vaccination.  They run training classes on a wide range of business and agricultural subjects, and bear the majority (80%) of the cost for some community infrastructure projects.  Objectives include promoting fair elections, justice equality, and education.  Loans have been for farming.",http://www.jws.org.pk/index.php,Jim,8/30/2015,,,,Jinnah Welfare Society (JWS),,0
156,ok,Juhudi Kilimo,Lend,Kenya,active,3,4,Secular,Secular,2,"Social = 1, though they do recognize and value the social impacts their loans make.  For profit.",http://www.juhudikilimo.com/,Petra,4/21/2011,,,,Juhudi Kilimo,,0
262,ok,Junior Achievement Kenya,Lend,Kenya,active,,4,Secular,No mention of religion. Sponsors are many corporations like Coca Cola and Barclays Bank,2,"This charity educates Kenyan students and youth about financial literacy, entrepreneurship and work readiness. The loans will enable students to build their own companies and learn how to manage them efficiently. ",http://www.jakenya.org/,Petra,8/3/2013,Review when they have some loans available!!!,,,Junior Achievement Kenya,,0
325,ok,Kaaba Microfinance Institution,Lend,Somalia,active,,4,Secular,No mention of religion,3,"Mostly just a lending institution, with a focus on women and low income people.  Kiva loans are (so far) laptop loans for education.  Kaaba is a DBA for Doses of Hope Foundation, which also helps disabled kids, HIV/Aids care and treatment, etc.  Based in The Netherlands where there are a lot of Somali refugees.",http://www.dosesofhope.org/,Jim,10/22/2013,,,,Kaaba Microfinance Institution,,0
407,ok,Kamworks,Lend,Cambodia,active,0.5,4,Secular,No mention of religion,2,Kamworks sells solar energy systems for the home.  The units are assembled locally.  This would be a 1 if it weren't for assembling locally and green business.  Either a high 1 or low 2.  We gave similar MFIs (e.g. Barefoot) a 2..,http://www.kamworks.com/,JIm,9/29/2014,,,,Kamworks,,0
245,ok,Kashf Foundation,Lend,Pakistan,active,4,3,Muslim,"Founder is religious, ends message to the reader with ""May Allah be with us"". Otherwise no mention of religion on the website. Board members are on the board because of their education and experience. About 97% of the citizens of Pakistan are muslim, by the way, so a small muslim influence may be logical?",3,"Focuses on women (100% of current borrowers are women). Insurance and savings are offered, and financial education is provided. Profit yield at 10% which is quite low. Responded to the flood of 2010 with food packages and funding of the building ofnew homes. A small  3 or a big 2, I propose a 3. Jim?",http://www.kashf.org/site_files/default.asp,Petra,8/25/2012,,,,Kashf Foundation,,0
386,ok,Kenya ECLOF,Lend,Kenya,active,,2,Christian,"ECLOF=ECUMENICAL CHURCH LOAN FUND. On Kiva: ""Inspired by the message of the Gospel..."" On ECLOF KENYA website (mission and values):""We maintain a consistency in our actions and uphold Christian moral values in our work. In doing so, we protect and sustain the integrity of God’s creation and human dignity."". God is mentioned very often (see e.g. CEO message; CEO is very religious see  interview: www.standardmedia.co.ke/ktn/video/watch/2000077807/-mary-munyiri-s-walk-with-god-owner-of-a-microfinance-company). Among Board of Directors and stakeholder: National Council of Churches (NCCK), representatives of Churches.It's part of ECLOF International that was founded by A.Keller, Director of the European Central Bureau of Inter-Church Aid, and W.A. Visser 't Hooft, first General Secretary of the World Council of Churches. . First mission was to offer financial support to churches in Europe.By the mid-sixties focus shifted from Europe to the Global South and from loans primarily to churches to microloans and development. For ECLOF International (but not on Kenya website!) it is however stated that ""We support them [vulnerable communities] without regard to gender, race, creed or political persuasion."" 2 or even a 1?  ETA:  Currently making loans to Strathmore students, though there is no evidence of a direct link to Strathmore.  They also lend to students at other universities.",2,"ECLOF KENYA is a  is one of the National ECLOF Committees (NECs) of ECLOF International, a not-for-profit microfinance organization. ECLOF KENYA provides financial and non-financial services to micro, small and medium entrepreneurs. 55% women client Services mentioned (but no details): Loans, Leadership Training, Micro Credit Insurance (Life, Fire, Burglary cover that does not exclude Political Violence). Among loans some are tailored for agriculture, some for building/buying water tanks, latrines, etc, School Fees Loans (no details provided). Among non-financial products mentioned (but no details): Leadership Training, Financial Education, Client Orientation Seminars. According to mixmarket among services also Voluntary Savings & Insurance (e.g. voluntary health insurance). With Kiva’s support ECLOF Kenya developed a new higher education loan product, with lower interest rate (18%), for low-income students in last year of university and working students at university and vocational training institutes. No information about this loan on ECLOF website (yet) 2 for education loans and training (although there is not much information)? ",www.eclof-kenya.org/,Alessandra,9/5/2014,,,J,Kenya ECLOF,,0
441,ok,Kepler,Lend,Rwanda,active,,4,Secular,No mention of religion,3,"A nonprofit online university program.  Kepler doesn't create their own curriculum, they ""provide access to"" free resources from universities around the world and (presumably) administer tests or at least take the results from the tests provided with the curriculum.  They hold in-person seminars and provide coaching, and provide American-accredited degrees in Communications or Health Care Management.  Initial students had free tuition and loans were for laptops, tuition will increase to $1,000 (standard in Rwanda) as Kepler matures.",http://kepler.org/,Jim,8/29/2015,,,,Kepler,,0
384,ok,Kingsbridge Microfinance Ltd,Lend,Ghana,active,,4,Presumed Secular,"Among team: one board member and Ag COUNSELOR (FLORENCE NAA BESSAH-LARBIE) studied as a Minister of God, read one year  Accounting in Financial Management of Christian organizations,and worked with ICGC, United Calvary Church and PIWC [Pentecost International Worship Centre], Accra. Other than that NO mention of religion! 4 or 3???",2,"Micro-finance institution, member of the Ghanaian Microfinance network. Offers different types of loans, voluntary savings, advisory services (financial analysis, business plan, market analysis, etc). Mixmarket also mentions Financial literacy education. Among its loans there are student loans (via partnersip with VITTANA): not much information provided, only ""We offer loans to third and fourth year students in need of financial aid for their tuition fees. We work with students from any private school in the country."" Kiva founding will be used for students loans! According to Kiva these loans target low-income students, who either have some source of income and are able to pay the loan installment on an ongoing basis, or have no income and will repay the loan once they complete their education and secure employment. 23% portfolio yield according to Kiva, no idea/information on how much students have to pay in interest! A 2 for student loans and focus on low-income??? (Vittana is rated 2 or 3 on this list)",http://kingsbridgemicrofinance.com/,Alessandra,9/5/2014,,,J,Kingsbridge Microfinance Ltd,,0
30,ok,Komak Credit Union,Lend,Azerbaijan,active,2.5,4,Secular,Minimal information but no indication of not being secular.,1,"Minimal information, none on social initiatives - they are small and kind of seem to struggle just to exist",http://komak-azerbaijan.blogspot.com/,Jim,4/20/2011,,,,Komak Credit Union,,0
282,ok,KOMAZA,Lend,Kenya,active,0.5,4,Secular,No mention of religion,2,"Helping farmers and the environment, but no other initiatives.  There is some controversy about planting eucalyptus trees (use a lot of water, not the greatest wood, fragile trees, etc.) but on the other hand they grow fast and do help many aspects of the environment, as well as providing a long term source of stable income.",http://www.komaza.org/,Jim,2/1/2013,P: agreed. Difficult for us to judge what effect eucalyptus trees will have; there was a lot of discussion on several of the teams too. I can live with a 2 for social. ,,,KOMAZA,,0
401,ok,Konfío,Lend,Mexico,active,,4,Secular,No mention of religion,1,"Konfío provides loans for health care, wheel chairs, and seeing up businesses with a streamlined e-process to get the interest rate down to 80% (!!).  That's much lower than other options, apparently.  ",https://konfio.mx/conocenos/,JIm,9/29/2014,,,,Konfío,,0
